line,101_CT_1,101_CT_2,101_STEAM_3,101_STEAM_4,102_CT_1,102_CT_2,102_STEAM_3,102_STEAM_4,107_CC_1,113_CT_1,113_CT_2,113_CT_3,113_CT_4,115_STEAM_1,115_STEAM_2,115_STEAM_3,116_STEAM_1,118_CC_1,122_WIND_1,123_CT_1,123_CT_4,123_CT_5,123_STEAM_2,123_STEAM_3,201_CT_1,201_CT_2,201_STEAM_3,202_CT_1,202_CT_2,202_STEAM_3,202_STEAM_4,207_CT_1,207_CT_2,212_CSP_1,213_CC_3,213_CT_1,213_CT_2,215_CT_4,215_CT_5,216_STEAM_1,218_CC_1,221_CC_1,223_CT_4,223_CT_5,223_CT_6,223_STEAM_1,223_STEAM_2,223_STEAM_3,301_CT_1,301_CT_2,301_CT_3,301_CT_4,302_CT_1,302_CT_2,302_CT_3,302_CT_4,303_WIND_1,307_CT_1,307_CT_2,309_WIND_1,313_CC_1,315_CT_6,315_CT_7,315_CT_8,315_STEAM_1,315_STEAM_2,315_STEAM_3,315_STEAM_4,315_STEAM_5,316_STEAM_1,317_WIND_1,318_CC_1,321_CC_1,322_CT_5,322_CT_6,323_CC_1,323_CC_2
C11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C12-1,0.000000,0.000000,0.000000,0.000000,-0.000004,-0.000004,-0.000004,-0.000004,-0.000303,-0.000146,-0.000146,-0.000146,-0.000146,0.000423,0.000423,0.000423,0.000334,0.000541,0.000552,-0.000055,-0.000055,-0.000055,-0.000055,-0.000055,-0.000750,-0.000750,-0.000750,-0.000755,-0.000755,-0.000755,-0.000755,-0.000798,-0.000798,-0.000890,-0.000898,-0.000898,-0.000898,-0.000527,-0.000527,-0.000619,-0.000498,-0.000507,-0.001084,-0.001084,-0.001084,-0.001084,-0.001084,-0.001084,0.023988,0.023988,0.023988,0.023988,0.022066,0.022066,0.022066,0.022066,-0.024067,0.509038,0.509038,-0.069062,0.005031,-0.003617,-0.003617,-0.003617,-0.003617,-0.003617,-0.003617,-0.003617,-0.003617,-0.001630,-0.002169,-0.002408,-0.002796,-0.002550,-0.002550,0.001952,0.001952
C13-2,0.000000,0.000000,0.000000,0.000000,0.000004,0.000004,0.000004,0.000004,0.000303,0.000146,0.000146,0.000146,0.000146,-0.000423,-0.000423,-0.000423,-0.000334,-0.000541,-0.000552,0.000055,0.000055,0.000055,0.000055,0.000055,0.000750,0.000750,0.000750,0.000755,0.000755,0.000755,0.000755,0.000798,0.000798,0.000890,0.000898,0.000898,0.000898,0.000527,0.000527,0.000619,0.000498,0.000507,0.001084,0.001084,0.001084,0.001084,0.001084,0.001084,-0.023988,-0.023988,-0.023988,-0.023988,-0.022066,-0.022066,-0.022066,-0.022066,0.024067,0.490962,0.490962,0.069062,-0.005031,0.003617,0.003617,0.003617,0.003617,0.003617,0.003617,0.003617,0.003617,0.001630,0.002169,0.002408,0.002796,0.002550,0.002550,-0.001952,-0.001952
C14,0.000000,0.000000,0.000000,0.000000,-0.000004,-0.000004,-0.000004,-0.000004,-0.000257,-0.000124,-0.000124,-0.000124,-0.000124,0.000359,0.000359,0.000359,0.000283,0.000459,0.000469,-0.000047,-0.000047,-0.000047,-0.000047,-0.000047,-0.000636,-0.000636,-0.000636,-0.000640,-0.000640,-0.000640,-0.000640,-0.000677,-0.000677,-0.000755,-0.000762,-0.000762,-0.000762,-0.000447,-0.000447,-0.000525,-0.000422,-0.000430,-0.000919,-0.000919,-0.000919,-0.000919,-0.000919,-0.000919,0.132409,0.132409,0.132409,0.132409,0.138099,0.138099,0.138099,0.138099,0.166784,0.180512,0.180512,0.327114,-0.034611,0.005707,0.005707,0.005707,0.005707,0.005707,0.005707,0.005707,0.005707,-0.010737,-0.004812,-0.002043,0.000389,-0.001656,-0.001656,0.001656,0.001656
C15,0.000000,0.000000,0.000000,0.000000,0.000070,0.000070,0.000070,0.000070,0.004715,0.002273,0.002273,0.002273,0.002273,-0.006579,-0.006579,-0.006579,-0.005197,-0.008413,-0.008588,0.000855,0.000855,0.000855,0.000855,0.000855,0.011657,0.011657,0.011657,0.011734,0.011734,0.011734,0.011734,0.012412,0.012412,0.013831,0.013960,0.013960,0.013960,0.008195,0.008195,0.009622,0.007741,0.007884,0.016846,0.016846,0.016846,0.016846,0.016846,0.016846,0.141877,0.141877,0.141877,0.141877,0.147226,0.147226,0.147226,0.147226,0.186960,0.186638,0.186638,0.334455,-0.039341,0.047452,0.047452,0.047452,0.047452,0.047452,0.047452,0.047452,0.047452,0.034689,0.036690,0.037442,0.040715,0.039133,0.039133,-0.030355,-0.030355
C16,0.000000,0.000000,0.000000,0.000000,-0.000021,-0.000021,-0.000021,-0.000021,-0.001449,-0.000698,-0.000698,-0.000698,-0.000698,0.002021,0.002021,0.002021,0.001597,0.002585,0.002639,-0.000263,-0.000263,-0.000263,-0.000263,-0.000263,-0.003582,-0.003582,-0.003582,-0.003605,-0.003605,-0.003605,-0.003605,-0.003814,-0.003814,-0.004249,-0.004289,-0.004289,-0.004289,-0.002518,-0.002518,-0.002956,-0.002378,-0.002422,-0.005176,-0.005176,-0.005176,-0.005176,-0.005176,-0.005176,0.226647,0.226647,0.226647,0.226647,0.224786,0.224786,0.224786,0.224786,0.072237,0.216020,0.216020,0.055798,-0.014845,-0.008501,-0.008501,-0.008501,-0.008501,-0.008501,-0.008501,-0.008501,-0.008501,-0.017139,-0.013332,-0.011504,-0.010597,-0.011672,-0.011672,0.009326,0.009326
C17,0.000000,0.000000,0.000000,0.000000,0.000052,0.000052,0.000052,0.000052,0.003524,0.001699,0.001699,0.001699,0.001699,-0.004916,-0.004916,-0.004916,-0.003883,-0.006287,-0.006418,0.000639,0.000639,0.000639,0.000639,0.000639,0.008712,0.008712,0.008712,0.008769,0.008769,0.008769,0.008769,0.009275,0.009275,0.010336,0.010432,0.010432,0.010432,0.006124,0.006124,0.007191,0.005785,0.005891,0.012589,0.012589,0.012589,0.012589,0.012589,0.012589,0.236115,0.236115,0.236115,0.236115,0.233913,0.233913,0.233913,0.233913,0.092412,0.222146,0.222146,0.063138,-0.019576,0.033244,0.033244,0.033244,0.033244,0.033244,0.033244,0.033244,0.033244,0.028287,0.028170,0.027981,0.029729,0.029116,0.029116,-0.022684,-0.022684
C18,0.000000,0.000000,0.000000,0.000000,0.000130,0.000130,0.000130,0.000130,0.008833,0.004259,0.004259,0.004259,0.004259,-0.012325,-0.012325,-0.012325,-0.009736,-0.015762,-0.016089,0.001601,0.001601,0.001601,0.001601,0.001601,0.021840,0.021840,0.021840,0.021984,0.021984,0.021984,0.021984,0.023253,0.023253,0.025911,0.026153,0.026153,0.026153,0.015353,0.015353,0.018027,0.014502,0.014770,0.031561,0.031561,0.031561,0.031561,0.031561,0.031561,0.126989,0.126989,0.126989,0.126989,0.127511,0.127511,0.127511,0.127511,0.110628,0.132097,0.132097,0.130241,-0.296663,0.077668,0.077668,0.077668,0.077668,0.077668,0.077668,0.077668,0.077668,0.076965,0.072543,0.070147,0.072744,0.072665,0.072665,-0.056869,-0.056869
C19,0.000000,0.000000,0.000000,0.000000,-0.000156,-0.000156,-0.000156,-0.000156,-0.010539,-0.005082,-0.005082,-0.005082,-0.005082,0.014705,0.014705,0.014705,0.011616,0.018806,0.019196,-0.001910,-0.001910,-0.001910,-0.001910,-0.001910,-0.026057,-0.026057,-0.026057,-0.026230,-0.026230,-0.026230,-0.026230,-0.027744,-0.027744,-0.030915,-0.031204,-0.031204,-0.031204,-0.018317,-0.018317,-0.021508,-0.017303,-0.017622,-0.037656,-0.037656,-0.037656,-0.037656,-0.037656,-0.037656,0.232067,0.232067,0.232067,0.232067,0.235374,0.235374,0.235374,0.235374,0.128393,0.264435,0.264435,0.252672,0.247207,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.104841,-0.090688,-0.083693,-0.082953,-0.085993,-0.085993,0.067851,0.067851
C20,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000002,0.000002,0.000132,0.000064,0.000064,0.000064,0.000064,-0.000184,-0.000184,-0.000184,-0.000146,-0.000236,-0.000240,0.000024,0.000024,0.000024,0.000024,0.000024,0.000326,0.000326,0.000326,0.000329,0.000329,0.000329,0.000329,0.000348,0.000348,0.000387,0.000391,0.000391,0.000391,0.000229,0.000229,0.000269,0.000217,0.000221,0.000472,0.000472,0.000472,0.000472,0.000472,0.000472,0.110419,0.110419,0.110419,0.110419,0.111539,0.111539,0.111539,0.111539,0.075321,0.121377,0.121377,0.117395,-0.288385,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,-0.002531,-0.000086,0.001048,0.002174,0.001286,0.001286,-0.000850,-0.000850
C21,0.000000,0.000000,0.000000,0.000000,0.000120,0.000120,0.000120,0.000120,0.008107,0.003909,0.003909,0.003909,0.003909,-0.011311,-0.011311,-0.011311,-0.008935,-0.014465,-0.014765,0.001469,0.001469,0.001469,0.001469,0.001469,0.020042,0.020042,0.020042,0.020175,0.020175,0.020175,0.020175,0.021340,0.021340,0.023779,0.024001,0.024001,0.024001,0.014089,0.014089,0.016543,0.013309,0.013554,0.028963,0.028963,0.028963,0.028963,0.028963,0.028963,0.267574,0.267574,0.267574,0.267574,0.269600,0.269600,0.269600,0.269600,0.204051,0.287406,0.287406,0.280198,0.229468,0.076082,0.076082,0.076082,0.076082,0.076082,0.076082,0.076082,0.076082,0.065507,0.064946,0.064374,0.068270,0.066963,0.066963,-0.052189,-0.052189
C22,0.000000,0.000000,0.000000,0.000000,0.000132,0.000132,0.000132,0.000132,0.008965,0.004323,0.004323,0.004323,0.004323,-0.012509,-0.012509,-0.012509,-0.009881,-0.015998,-0.016329,0.001625,0.001625,0.001625,0.001625,0.001625,0.022166,0.022166,0.022166,0.022313,0.022313,0.022313,0.022313,0.023601,0.023601,0.026299,0.026544,0.026544,0.026544,0.015582,0.015582,0.018296,0.014719,0.014990,0.032032,0.032032,0.032032,0.032032,0.032032,0.032032,0.237408,0.237408,0.237408,0.237408,0.239050,0.239050,0.239050,0.239050,0.185949,0.253475,0.253475,0.247636,0.414952,0.082282,0.082282,0.082282,0.082282,0.082282,0.082282,0.082282,0.082282,0.074433,0.072458,0.071195,0.074918,0.073951,0.073951,-0.057719,-0.057719
C23,0.000000,0.000000,0.000000,0.000000,-0.000156,-0.000156,-0.000156,-0.000156,-0.010539,-0.005082,-0.005082,-0.005082,-0.005082,0.014705,0.014705,0.014705,0.011616,0.018806,0.019196,-0.001910,-0.001910,-0.001910,-0.001910,-0.001910,-0.026057,-0.026057,-0.026057,-0.026230,-0.026230,-0.026230,-0.026230,-0.027744,-0.027744,-0.030915,-0.031204,-0.031204,-0.031204,-0.018317,-0.018317,-0.021508,-0.017303,-0.017622,-0.037656,-0.037656,-0.037656,-0.037656,-0.037656,-0.037656,0.232067,0.232067,0.232067,0.232067,0.235374,0.235374,0.235374,0.235374,0.128393,0.264435,0.264435,0.252672,0.247207,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.080462,-0.104841,-0.090688,-0.083693,-0.082953,-0.085993,-0.085993,0.067851,0.067851
C24,0.000000,0.000000,0.000000,0.000000,0.000288,0.000288,0.000288,0.000288,0.019472,0.009388,0.009388,0.009388,0.009388,-0.027168,-0.027168,-0.027168,-0.021461,-0.034745,-0.035465,0.003529,0.003529,0.003529,0.003529,0.003529,0.048142,0.048142,0.048142,0.048460,0.048460,0.048460,0.048460,0.051258,0.051258,0.057117,0.057650,0.057650,0.057650,0.033842,0.033842,0.039737,0.031967,0.032557,0.069570,0.069570,0.069570,0.069570,0.069570,0.069570,0.031831,0.031831,0.031831,0.031831,0.026409,0.026409,0.026409,0.026409,0.201804,-0.021237,-0.021237,-0.001950,-0.085191,0.544221,0.544221,0.544221,0.544221,0.544221,0.544221,0.544221,0.544221,-0.228042,0.033535,0.154625,0.277698,0.181726,0.181726,-0.125356,-0.125356
C25-1,0.000000,0.000000,0.000000,0.000000,-0.000192,-0.000192,-0.000192,-0.000192,-0.013002,-0.006269,-0.006269,-0.006269,-0.006269,0.018142,0.018142,0.018142,0.014330,0.023201,0.023682,-0.002356,-0.002356,-0.002356,-0.002356,-0.002356,-0.032146,-0.032146,-0.032146,-0.032359,-0.032359,-0.032359,-0.032359,-0.034227,-0.034227,-0.038139,-0.038496,-0.038496,-0.038496,-0.022598,-0.022598,-0.026534,-0.021346,-0.021740,-0.046455,-0.046455,-0.046455,-0.046455,-0.046455,-0.046455,0.115560,0.115560,0.115560,0.115560,0.114784,0.114784,0.114784,0.114784,0.139902,0.107960,0.107960,0.110722,0.096782,0.188938,0.188938,0.188938,0.188938,0.188938,0.188938,0.188938,0.188938,0.096471,-0.040125,-0.103251,-0.168966,-0.118324,-0.118324,0.083706,0.083706
C25-2,0.000000,0.000000,0.000000,0.000000,-0.000192,-0.000192,-0.000192,-0.000192,-0.013002,-0.006269,-0.006269,-0.006269,-0.006269,0.018142,0.018142,0.018142,0.014330,0.023201,0.023682,-0.002356,-0.002356,-0.002356,-0.002356,-0.002356,-0.032146,-0.032146,-0.032146,-0.032359,-0.032359,-0.032359,-0.032359,-0.034227,-0.034227,-0.038139,-0.038496,-0.038496,-0.038496,-0.022598,-0.022598,-0.026534,-0.021346,-0.021740,-0.046455,-0.046455,-0.046455,-0.046455,-0.046455,-0.046455,0.115560,0.115560,0.115560,0.115560,0.114784,0.114784,0.114784,0.114784,0.139902,0.107960,0.107960,0.110722,0.096782,0.188938,0.188938,0.188938,0.188938,0.188938,0.188938,0.188938,0.188938,0.096471,-0.040125,-0.103251,-0.168966,-0.118324,-0.118324,0.083706,0.083706
C26,0.000000,0.000000,0.000000,0.000000,0.000096,0.000096,0.000096,0.000096,0.006533,0.003150,0.003150,0.003150,0.003150,-0.009115,-0.009115,-0.009115,-0.007200,-0.011657,-0.011898,0.001184,0.001184,0.001184,0.001184,0.001184,0.016151,0.016151,0.016151,0.016258,0.016258,0.016258,0.016258,0.017197,0.017197,0.019162,0.019341,0.019341,0.019341,0.011354,0.011354,0.013331,0.010725,0.010923,0.023340,0.023340,0.023340,0.023340,0.023340,0.023340,-0.262952,-0.262952,-0.262952,-0.262952,-0.255976,-0.255976,-0.255976,-0.255976,-0.481607,-0.194684,-0.194684,-0.219495,-0.108373,0.077902,0.077902,0.077902,0.077902,0.077902,0.077902,0.077902,0.077902,0.035100,0.046715,0.051876,0.060235,0.054921,0.054921,-0.042056,-0.042056
C27,0.000000,0.000000,0.000000,0.000000,-0.000488,-0.000488,-0.000488,-0.000488,-0.033076,-0.015948,-0.015948,-0.015948,-0.015948,0.046151,0.046151,0.046151,0.036455,0.059021,0.060244,-0.005995,-0.005995,-0.005995,-0.005995,-0.005995,-0.081778,-0.081778,-0.081778,-0.082319,-0.082319,-0.082319,-0.082319,-0.087071,-0.087071,-0.097024,-0.097930,-0.097930,-0.097930,-0.057487,-0.057487,-0.067500,-0.054302,-0.055304,-0.118177,-0.118177,-0.118177,-0.118177,-0.118177,-0.118177,0.202579,0.202579,0.202579,0.202579,0.203541,0.203541,0.203541,0.203541,0.172419,0.211995,0.211995,0.208573,0.219553,0.111662,0.111662,0.111662,0.111662,0.111662,0.111662,0.111662,0.111662,0.282693,-0.407994,-0.262661,-0.145769,-0.248840,-0.248840,0.212942,0.212942
C28,0.000000,0.000000,0.000000,0.000000,0.000620,0.000620,0.000620,0.000620,0.042009,0.020255,0.020255,0.020255,0.020255,-0.058614,-0.058614,-0.058614,-0.046300,-0.074960,-0.076513,0.007614,0.007614,0.007614,0.007614,0.007614,0.103862,0.103862,0.103862,0.104549,0.104549,0.104549,0.104549,0.110585,0.110585,0.123225,0.124377,0.124377,0.124377,0.073012,0.073012,0.085729,0.068966,0.070239,0.150091,0.150091,0.150091,0.150091,0.150091,0.150091,0.061319,0.061319,0.061319,0.061319,0.058242,0.058242,0.058242,0.058242,0.157778,0.031203,0.031203,0.042148,-0.057536,0.352097,0.352097,0.352097,0.352097,0.352097,0.352097,0.352097,0.352097,0.384424,0.350841,0.333593,0.340515,0.344574,0.344574,-0.270448,-0.270448
C29,0.000000,0.000000,0.000000,0.000000,-0.000479,-0.000479,-0.000479,-0.000479,-0.032451,-0.015647,-0.015647,-0.015647,-0.015647,0.045279,0.045279,0.045279,0.035766,0.057906,0.059106,-0.005881,-0.005881,-0.005881,-0.005881,-0.005881,-0.080232,-0.080232,-0.080232,-0.080763,-0.080763,-0.080763,-0.080763,-0.085426,-0.085426,-0.095190,-0.096080,-0.096080,-0.096080,-0.056401,-0.056401,-0.066225,-0.053276,-0.054259,-0.115944,-0.115944,-0.115944,-0.115944,-0.115944,-0.115944,0.203421,0.203421,0.203421,0.203421,0.204215,0.204215,0.204215,0.204215,0.178537,0.211190,0.211190,0.208367,0.216766,0.128407,0.128407,0.128407,0.128407,0.128407,0.128407,0.128407,0.128407,0.275446,0.545349,-0.257697,-0.092531,0.158196,0.158196,0.208918,0.208918
C30,0.000000,0.000000,0.000000,0.000000,-0.000009,-0.000009,-0.000009,-0.000009,-0.000625,-0.000301,-0.000301,-0.000301,-0.000301,0.000872,0.000872,0.000872,0.000689,0.001115,0.001138,-0.000113,-0.000113,-0.000113,-0.000113,-0.000113,-0.001545,-0.001545,-0.001545,-0.001556,-0.001556,-0.001556,-0.001556,-0.001645,-0.001645,-0.001834,-0.001851,-0.001851,-0.001851,-0.001086,-0.001086,-0.001276,-0.001026,-0.001045,-0.002233,-0.002233,-0.002233,-0.002233,-0.002233,-0.002233,-0.000842,-0.000842,-0.000842,-0.000842,-0.000674,-0.000674,-0.000674,-0.000674,-0.006118,0.000805,0.000805,0.000206,0.002787,-0.016746,-0.016746,-0.016746,-0.016746,-0.016746,-0.016746,-0.016746,-0.016746,0.007247,0.046657,-0.004964,-0.053238,-0.407037,-0.407037,0.004024,0.004024
C31-1,0.000000,0.000000,0.000000,0.000000,0.000197,0.000197,0.000197,0.000197,0.013315,0.006420,0.006420,0.006420,0.006420,-0.018578,-0.018578,-0.018578,-0.014675,-0.023759,-0.024251,0.002413,0.002413,0.002413,0.002413,0.002413,0.032919,0.032919,0.032919,0.033137,0.033137,0.033137,0.033137,0.035050,0.035050,0.039056,0.039421,0.039421,0.039421,0.023141,0.023141,0.027172,0.021859,0.022262,0.047571,0.047571,0.047571,0.047571,0.047571,0.047571,-0.115139,-0.115139,-0.115139,-0.115139,-0.114447,-0.114447,-0.114447,-0.114447,-0.136843,-0.108363,-0.108363,-0.110826,-0.098175,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.100095,0.016797,0.105732,-0.304415,-0.178158,-0.178158,-0.085718,-0.085718
C31-2,0.000000,0.000000,0.000000,0.000000,0.000197,0.000197,0.000197,0.000197,0.013315,0.006420,0.006420,0.006420,0.006420,-0.018578,-0.018578,-0.018578,-0.014675,-0.023759,-0.024251,0.002413,0.002413,0.002413,0.002413,0.002413,0.032919,0.032919,0.032919,0.033137,0.033137,0.033137,0.033137,0.035050,0.035050,0.039056,0.039421,0.039421,0.039421,0.023141,0.023141,0.027172,0.021859,0.022262,0.047571,0.047571,0.047571,0.047571,0.047571,0.047571,-0.115139,-0.115139,-0.115139,-0.115139,-0.114447,-0.114447,-0.114447,-0.114447,-0.136843,-0.108363,-0.108363,-0.110826,-0.098175,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.180565,-0.100095,0.016797,0.105732,-0.304415,-0.178158,-0.178158,-0.085718,-0.085718
C32-1,0.000000,0.000000,0.000000,0.000000,0.000310,0.000310,0.000310,0.000310,0.021004,0.010127,0.010127,0.010127,0.010127,-0.029307,-0.029307,-0.029307,-0.023150,-0.037480,-0.038257,0.003807,0.003807,0.003807,0.003807,0.003807,0.051931,0.051931,0.051931,0.052275,0.052275,0.052275,0.052275,0.055292,0.055292,0.061613,0.062188,0.062188,0.062188,0.036506,0.036506,0.042864,0.034483,0.035119,0.075046,0.075046,0.075046,0.075046,0.075046,0.075046,0.030660,0.030660,0.030660,0.030660,0.029121,0.029121,0.029121,0.029121,0.078889,0.015602,0.015602,0.021074,-0.028768,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.192212,0.175420,0.166796,0.170257,0.172287,0.172287,-0.135224,-0.135224
C32-2,0.000000,0.000000,0.000000,0.000000,0.000310,0.000310,0.000310,0.000310,0.021004,0.010127,0.010127,0.010127,0.010127,-0.029307,-0.029307,-0.029307,-0.023150,-0.037480,-0.038257,0.003807,0.003807,0.003807,0.003807,0.003807,0.051931,0.051931,0.051931,0.052275,0.052275,0.052275,0.052275,0.055292,0.055292,0.061613,0.062188,0.062188,0.062188,0.036506,0.036506,0.042864,0.034483,0.035119,0.075046,0.075046,0.075046,0.075046,0.075046,0.075046,0.030660,0.030660,0.030660,0.030660,0.029121,0.029121,0.029121,0.029121,0.078889,0.015602,0.015602,0.021074,-0.028768,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.192212,0.175420,0.166796,0.170257,0.172287,0.172287,-0.135224,-0.135224
C33-1,0.000000,0.000000,0.000000,0.000000,0.000310,0.000310,0.000310,0.000310,0.021004,0.010127,0.010127,0.010127,0.010127,-0.029307,-0.029307,-0.029307,-0.023150,-0.037480,-0.038257,0.003807,0.003807,0.003807,0.003807,0.003807,0.051931,0.051931,0.051931,0.052275,0.052275,0.052275,0.052275,0.055292,0.055292,0.061613,0.062188,0.062188,0.062188,0.036506,0.036506,0.042864,0.034483,0.035119,0.075046,0.075046,0.075046,0.075046,0.075046,0.075046,0.030660,0.030660,0.030660,0.030660,0.029121,0.029121,0.029121,0.029121,0.078889,0.015602,0.015602,0.021074,-0.028768,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.192212,0.175420,0.166796,0.170257,0.172287,0.172287,-0.135224,-0.135224
C33-2,0.000000,0.000000,0.000000,0.000000,0.000310,0.000310,0.000310,0.000310,0.021004,0.010127,0.010127,0.010127,0.010127,-0.029307,-0.029307,-0.029307,-0.023150,-0.037480,-0.038257,0.003807,0.003807,0.003807,0.003807,0.003807,0.051931,0.051931,0.051931,0.052275,0.052275,0.052275,0.052275,0.055292,0.055292,0.061613,0.062188,0.062188,0.062188,0.036506,0.036506,0.042864,0.034483,0.035119,0.075046,0.075046,0.075046,0.075046,0.075046,0.075046,0.030660,0.030660,0.030660,0.030660,0.029121,0.029121,0.029121,0.029121,0.078889,0.015602,0.015602,0.021074,-0.028768,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.176049,0.192212,0.175420,0.166796,0.170257,0.172287,0.172287,-0.135224,-0.135224
C34,0.000000,0.000000,0.000000,0.000000,0.000009,0.000009,0.000009,0.000009,0.000625,0.000301,0.000301,0.000301,0.000301,-0.000872,-0.000872,-0.000872,-0.000689,-0.001115,-0.001138,0.000113,0.000113,0.000113,0.000113,0.000113,0.001545,0.001545,0.001545,0.001556,0.001556,0.001556,0.001556,0.001645,0.001645,0.001834,0.001851,0.001851,0.001851,0.001086,0.001086,0.001276,0.001026,0.001045,0.002233,0.002233,0.002233,0.002233,0.002233,0.002233,0.000842,0.000842,0.000842,0.000842,0.000674,0.000674,0.000674,0.000674,0.006118,-0.000805,-0.000805,-0.000206,-0.002787,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,-0.007247,-0.046657,0.004964,0.053238,-0.592963,-0.592963,-0.004024,-0.004024
CA-1,0.000000,0.000000,0.000000,0.000000,0.000872,0.000872,0.000872,0.000872,0.059081,0.028486,0.028486,0.028486,0.028486,-0.082434,-0.082434,-0.082434,-0.065115,-0.105424,-0.107608,0.010708,0.010708,0.010708,0.010708,0.010708,0.146071,0.146071,0.146071,0.147037,0.147037,0.147037,0.147037,0.155526,0.155526,0.173303,0.174922,0.174922,0.174922,0.102683,0.102683,0.120568,0.096994,0.098783,0.211087,0.211087,0.211087,0.211087,0.211087,0.211087,0.566301,0.566301,0.566301,0.566301,0.566892,0.566892,0.566892,0.566892,0.547778,0.572084,0.572084,0.569982,0.586884,0.510462,0.510462,0.510462,0.510462,0.510462,0.510462,0.510462,0.510462,0.524365,0.488244,0.469162,0.483702,0.485488,0.485488,0.619645,0.619645
CB-1,0.000000,0.000000,0.000000,0.000000,-0.000872,-0.000872,-0.000872,-0.000872,-0.059081,-0.028486,-0.028486,-0.028486,-0.028486,0.082434,0.082434,0.082434,0.065115,0.105424,0.107608,-0.010708,-0.010708,-0.010708,-0.010708,-0.010708,-0.146071,-0.146071,-0.146071,-0.147037,-0.147037,-0.147037,-0.147037,-0.155526,-0.155526,-0.173303,-0.174922,-0.174922,-0.174922,-0.102683,-0.102683,-0.120568,-0.096994,-0.098783,-0.211087,-0.211087,-0.211087,-0.211087,-0.211087,-0.211087,0.433699,0.433699,0.433699,0.433699,0.433108,0.433108,0.433108,0.433108,0.452222,0.427916,0.427916,0.430018,0.413116,0.489538,0.489538,0.489538,0.489538,0.489538,0.489538,0.489538,0.489538,0.475635,0.511756,0.530838,0.516298,0.514512,0.514512,0.380355,0.380355
C35,0.000000,0.000000,0.000000,0.000000,0.000872,0.000872,0.000872,0.000872,0.059081,0.028486,0.028486,0.028486,0.028486,-0.082434,-0.082434,-0.082434,-0.065115,-0.105424,-0.107608,0.010708,0.010708,0.010708,0.010708,0.010708,0.146071,0.146071,0.146071,0.147037,0.147037,0.147037,0.147037,0.155526,0.155526,0.173303,0.174922,0.174922,0.174922,0.102683,0.102683,0.120568,0.096994,0.098783,0.211087,0.211087,0.211087,0.211087,0.211087,0.211087,0.566301,0.566301,0.566301,0.566301,0.566892,0.566892,0.566892,0.566892,0.547778,0.572084,0.572084,0.569982,0.586884,0.510462,0.510462,0.510462,0.510462,0.510462,0.510462,0.510462,0.510462,0.524365,0.488244,0.469162,0.483702,0.485488,0.485488,0.619645,0.619645
